0, 0, 3.08814, 2.70276, 9.65576
0, 1, 3.5586, 2.34259, 8.48371
0, 2, 3.39613, 1.49897, 8.73904
0, 3, 3.35684, 0.753482, 8.77679
0, 4, 3.25791, 0.0245857, 8.97816
0, 5, 3.35499, -0.702429, 8.77621
0, 6, 3.46002, -1.47495, 8.6035
0, 7, 3.53295, -2.27239, 8.52718
0, 8, 4.02637, -3.46314, 7.87364
1, 0, 2.76368, 3.0888, 8.52532
1, 1, 2.61123, 2.1951, 8.82192
1, 2, 3.07441, 1.73286, 7.73921
1, 3, 2.93576, 0.8415, 7.93452
1, 4, 2.92685, 0.0282056, 7.93058
1, 5, 2.93527, -0.784786, 7.9338
1, 6, 3.07299, -1.67283, 7.73812
1, 7, 2.64226, -2.17026, 8.73035
1, 8, 2.74365, -3.01353, 8.56789
2, 0, 1.91519, 2.96057, 8.73296
2, 1, 2.21641, 2.57704, 7.73583
2, 2, 2.12476, 1.65643, 7.86748
2, 3, 2.56632, 1.01743, 6.97807
2, 4, 2.48009, 0.0330571, 7.07555
2, 5, 2.45914, -0.909386, 7.12514
2, 6, 2.02402, -1.52393, 8.135
2, 7, 2.16405, -2.45847, 7.85629
2, 8, 1.87155, -2.84322, 8.8883
3, 0, 1.42156, 3.56231, 7.58648
3, 1, 1.34501, 2.53513, 7.74735
3, 2, 1.50111, 1.89706, 7.14552
3, 3, 1.50568, 0.967679, 7.04323
3, 4, 1.52175, 0.0328809, 6.96181
3, 5, 1.51757, -0.909743, 7.00851
3, 6, 1.52626, -1.86287, 7.07432
3, 7, 1.27901, -2.35547, 8.00998
3, 8, 1.39704, -3.4405, 7.66276
4, 0, 0.514935, 3.40543, 7.77832
4, 1, 0.471028, 2.34301, 8.13135
4, 2, 0.591861, 1.97396, 6.94558
4, 3, 0.548018, 0.929493, 7.06968
4, 4, 0.507246, 0.0289249, 7.24251
4, 5, 0.522171, -0.826101, 7.2338
4, 6, 0.539227, -1.73692, 7.28085
4, 7, 0.473523, -2.30142, 8.08742
4, 8, 0.510335, -3.31681, 7.81646
5, 0, -0.328881, 3.40335, 7.7772
5, 1, -0.298657, 2.3246, 8.17348
5, 2, -0.350882, 1.83116, 7.20801
5, 3, -0.340745, 0.904334, 7.15013
5, 4, -0.276561, 0.024677, 7.95112
5, 5, -0.303227, -0.750647, 7.63368
5, 6, -0.378079, -1.90563, 6.93494
5, 7, -0.304476, -2.31556, 8.04442
5, 8, -0.32596, -3.31495, 7.81582
6, 0, -1.20578, 3.50031, 7.66291
6, 1, -1.12341, 2.45293, 7.90897
6, 2, -1.30238, 1.90666, 7.10824
6, 3, -1.18721, 0.883888, 7.3641
6, 4, -1.23103, 0.0308135, 7.1527
6, 5, -1.19519, -0.829993, 7.32548
6, 6, -1.30016, -1.83832, 7.10662
6, 7, -1.16535, -2.48615, 7.70457
6, 8, -1.19459, -3.40802, 7.70043
7, 0, -1.75014, 2.95471, 8.73045
7, 1, -1.96284, 2.49249, 7.89478
7, 2, -1.92221, 1.63659, 7.90566
7, 3, -2.27067, 0.983163, 7.07583
7, 4, -2.19406, 0.0319392, 7.17722
7, 5, -2.24784, -0.907835, 7.10977
7, 6, -1.84496, -1.51711, 8.13127
7, 7, -2.0133, -2.49795, 7.75558
7, 8, -1.71047, -2.83793, 8.88533
8, 0, -2.64182, 3.1444, 8.3897
8, 1, -2.4447, 2.18861, 8.81811
8, 2, -2.83169, 1.69972, 7.81584
8, 3, -2.88378, 0.880293, 7.67007
8, 4, -2.7336, 0.0280545, 7.92629
8, 5, -2.70242, -0.769464, 8.01303
8, 6, -2.80824, -1.628, 7.85579
8, 7, -3.23065, -2.82591, 7.33118
8, 8, -2.55276, -2.98599, 8.60848
9, 0, -3.64381, 3.34905, 8.10438
9, 1, -3.3131, 2.29039, 8.61185
9, 2, -3.2436, 1.50346, 8.68885
9, 3, -3.16457, 0.745954, 8.81738
9, 4, -3.91126, 0.0309968, 7.54895
9, 5, -4.1427, -0.910858, 7.36371
9, 6, -3.18108, -1.42406, 8.82388
9, 7, -3.33262, -2.25106, 8.56569
9, 8, -3.58409, -3.23736, 8.19013
10, 0, -3.87703, 2.90228, 9.14873
10, 1, -3.59484, 2.02408, 9.7057
10, 2, -4.29322, 1.62077, 8.31661
10, 3, -4.13161, 0.793215, 8.52662
10, 4, -4.12435, 0.0266213, 8.52419
10, 5, -4.13003, -0.739595, 8.52651
10, 6, -4.26202, -1.55397, 8.3591
10, 7, -3.61253, -1.9874, 9.65606
10, 8, -3.78531, -2.78475, 9.33522
11, 0, -4.98734, 3.14917, 8.67032
11, 1, -4.64657, 2.20682, 9.11241
11, 2, -4.66425, 1.48528, 9.03424
11, 3, -4.37358, 0.708265, 9.51946
11, 4, -4.3678, 0.0237806, 9.51781
11, 5, -4.37195, -0.660394, 9.51943
11, 6, -4.48709, -1.38, 9.33452
11, 7, -4.5893, -2.12965, 9.20469
11, 8, -4.91568, -3.05039, 8.76147
12, 0, -4.97921, 2.71858, 9.94465
12, 1, -4.80231, 1.97215, 10.2286
12, 2, -6.03216, 1.66094, 8.43155
12, 3, -5.60655, 0.785071, 8.85064
12, 4, -5.5314, 0.0260406, 8.93866
12, 5, -5.60588, -0.732196, 8.84969
12, 6, -5.94295, -1.58042, 8.50749
12, 7, -4.84961, -1.94592, 10.127
12, 8, -4.92522, -2.64273, 10.0427
13, 0, -6.61267, 3.1801, 8.85492
13, 1, -5.91117, 2.13819, 9.62269
13, 2, -5.69861, 1.38208, 9.90339
13, 3, -5.5969, 0.690308, 10.0441
13, 4, -5.59205, 0.0231883, 10.0428
13, 5, -5.62602, -0.647241, 9.9948
13, 6, -5.69716, -1.33448, 9.90237
13, 7, -5.8759, -2.0767, 9.66946
13, 8, -6.43495, -3.04127, 9.0314
14, 0, -6.09673, 2.61973, 10.5857
14, 1, -5.92786, 1.91587, 10.8291
14, 2, -5.85655, 1.26911, 10.9232
14, 3, -5.84557, 0.644196, 10.9173
14, 4, -5.73561, 0.0212507, 11.1252
14, 5, -5.84397, -0.600716, 10.917
14, 6, -5.77596, -1.20885, 11.0798
14, 7, -5.92764, -1.87187, 10.8281
14, 8, -6.06521, -2.56125, 10.6355
15, 0, -6.16041, 2.39232, 11.8077
15, 1, -7.30772, 2.13451, 9.9132
15, 2, -7.01973, 1.37476, 10.2469
15, 3, -6.90055, 0.687266, 10.3913
15, 4, -6.86195, 0.0229769, 10.4401
15, 5, -6.8992, -0.640928, 10.3916
15, 6, -7.01867, -1.32755, 10.2464
15, 7, -7.26644, -2.07379, 9.9606
15, 8, -6.1334, -2.34076, 11.8612
16, 0, -7.27273, 2.57631, 11.0763
16, 1, -7.08621, 1.88809, 11.3259
16, 2, -7.1001, 1.26842, 11.2635
16, 3, -6.96574, 0.632848, 11.4706
16, 4, -7.02336, 0.0214526, 11.3621
16, 5, -6.99446, -0.592729, 11.4171
16, 6, -7.00446, -1.20855, 11.4225
16, 7, -7.18145, -1.86959, 11.1669
16, 8, -7.27213, -2.53167, 11.075
